adoption_id,customer_id,feature_id,date_id,adoption_date,activation_date,activation_lag_days,acquisition_channel,is_activated,days_to_first_transaction
ADO008240,CUST01228,FEAT003,20230609,2023-06-09,2023-06-27,18,In-App Banner,1,27.0
ADO008241,CUST01364,FEAT003,20230201,2023-02-01,2023-02-22,21,Referral,1,39.0
ADO008242,CUST01722,FEAT001,20221031,2022-10-31,2022-11-16,16,In-App Banner,0,20.0
ADO008243,CUST02199,FEAT003,20220126,2022-01-26,2022-02-19,24,In-App Banner,1,46.0
ADO008244,CUST04752,FEAT001,20220111,2022-01-11,2022-01-30,19,Referral,1,3.0
ADO008245,CUST02113,FEAT003,20230125,2023-01-25,2023-02-10,16,Email,1,15.0
ADO008246,CUST02858,FEAT003,20230303,2023-03-03,2023-03-03,0,Email,1,
ADO008247,CUST03555,FEAT002,20230124,2023-01-24,2023-02-16,23,Push Notification,1,23.0
ADO008248,CUST04835,FEAT002,20220706,2022-07-06,2022-08-04,29,Push Notification,1,33.0
ADO008249,CUST03341,FEAT002,20220311,2022-03-11,2022-03-17,6,Organic,1,9.0
ADO008250,CUST04255,FEAT002,20220516,2022-05-16,2022-06-14,29,Organic,1,20.0
ADO008251,CUST03357,FEAT001,20230716,2023-07-16,2023-07-31,15,Push Notification,1,
ADO008252,CUST00277,FEAT001,20230330,2023-03-30,2023-04-27,28,In-App Banner,1,3.0
ADO008253,CUST03611,FEAT005,20230413,2023-04-13,2023-04-27,14,In-App Banner,1,
ADO008254,CUST04884,FEAT003,20230119,2023-01-19,2023-02-02,14,Push Notification,1,50.0
ADO008255,CUST01681,FEAT003,20230807,2023-08-07,2023-08-25,18,Referral,1,59.0
ADO008256,CUST03329,FEAT001,20220528,2022-05-28,2022-06-09,12,Referral,1,
ADO008257,CUST04072,FEAT004,20230425,2023-04-25,2023-05-13,18,In-App Banner,1,
ADO008258,CUST01506,FEAT005,20230331,2023-03-31,2023-04-02,2,Email,0,
ADO008259,CUST00452,FEAT001,20230325,2023-03-25,2023-04-18,24,In-App Banner,1,5.0
ADO008260,CUST01953,FEAT001,20230102,2023-01-02,2023-01-05,3,Referral,1,
ADO008261,CUST01066,FEAT004,20230722,2023-07-22,2023-08-10,19,Organic,1,29.0
ADO008262,CUST03437,FEAT002,20220626,2022-06-26,2022-07-01,5,Organic,1,30.0
ADO008263,CUST03334,FEAT003,20230707,2023-07-07,2023-08-06,30,Organic,1,29.0
ADO008264,CUST01376,FEAT006,20221022,2022-10-22,2022-10-28,6,Push Notification,1,2.0
ADO008265,CUST01344,FEAT006,20220826,2022-08-26,2022-09-01,6,In-App Banner,1,
ADO008266,CUST01982,FEAT003,20220223,2022-02-23,2022-03-20,25,In-App Banner,1,25.0
ADO008267,CUST01173,FEAT006,20220809,2022-08-09,2022-08-28,19,Email,1,
ADO008268,CUST04829,FEAT001,20220824,2022-08-24,2022-09-01,8,Referral,1,51.0
ADO008269,CUST02294,FEAT001,20230124,2023-01-24,2023-01-24,0,Push Notification,1,49.0
ADO008270,CUST03287,FEAT001,20220129,2022-01-29,2022-02-24,26,Push Notification,1,
ADO008271,CUST03096,FEAT001,20230803,2023-08-03,2023-08-11,8,Email,0,22.0
ADO008272,CUST00019,FEAT005,20230213,2023-02-13,2023-03-04,19,Organic,1,26.0
ADO008273,CUST02817,FEAT004,20220514,2022-05-14,2022-05-20,6,In-App Banner,1,
ADO008274,CUST02794,FEAT001,20230325,2023-03-25,2023-04-11,17,Email,1,18.0
ADO008275,CUST03210,FEAT001,20221127,2022-11-27,2022-12-21,24,Push Notification,1,39.0
ADO008276,CUST01152,FEAT001,20221109,2022-11-09,2022-11-11,2,In-App Banner,1,41.0
ADO008277,CUST01119,FEAT003,20230602,2023-06-02,2023-06-12,10,Referral,0,33.0
ADO008278,CUST01987,FEAT004,20230509,2023-05-09,2023-05-31,22,Organic,0,7.0
ADO008279,CUST00271,FEAT003,20230127,2023-01-27,2023-02-23,27,Push Notification,1,57.0
ADO008280,CUST02171,FEAT001,20220917,2022-09-17,2022-10-03,16,Email,0,53.0
ADO008281,CUST04553,FEAT001,20221211,2022-12-11,2022-12-20,9,Organic,1,17.0
ADO008282,CUST02011,FEAT003,20220420,2022-04-20,2022-04-23,3,Email,1,19.0
ADO008283,CUST04741,FEAT004,20230617,2023-06-17,2023-07-12,25,Referral,1,
ADO008284,CUST02097,FEAT001,20220620,2022-06-20,2022-07-01,11,Email,1,47.0
ADO008285,CUST02868,FEAT005,20221115,2022-11-15,2022-12-13,28,Push Notification,0,2.0
ADO008286,CUST01173,FEAT003,20230627,2023-06-27,2023-07-22,25,In-App Banner,0,15.0
ADO008287,CUST02029,FEAT007,20230331,2023-03-31,2023-04-13,13,In-App Banner,1,60.0
ADO008288,CUST02480,FEAT002,20220516,2022-05-16,2022-05-27,11,Organic,1,59.0
ADO008289,CUST02729,FEAT005,20220131,2022-01-31,2022-02-15,15,Referral,0,51.0
ADO008290,CUST04565,FEAT007,20230311,2023-03-11,2023-03-28,17,Referral,0,
ADO008291,CUST04343,FEAT002,20230403,2023-04-03,2023-04-20,17,Email,0,57.0
ADO008292,CUST03252,FEAT003,20220129,2022-01-29,2022-02-19,21,Push Notification,1,40.0
ADO008293,CUST01479,FEAT001,20220213,2022-02-13,2022-02-20,7,In-App Banner,1,37.0
ADO008294,CUST04835,FEAT004,20220514,2022-05-14,2022-05-19,5,Push Notification,1,24.0
ADO008295,CUST01003,FEAT003,20220913,2022-09-13,2022-10-11,28,Email,1,16.0
ADO008296,CUST00616,FEAT002,20230508,2023-05-08,2023-05-09,1,Push Notification,1,20.0
ADO008297,CUST00763,FEAT001,20221130,2022-11-30,2022-12-17,17,In-App Banner,0,51.0
ADO008298,CUST03288,FEAT002,20230301,2023-03-01,2023-03-30,29,Email,1,
ADO008299,CUST01711,FEAT002,20230814,2023-08-14,2023-09-04,21,Push Notification,1,60.0
ADO008300,CUST01080,FEAT004,20230707,2023-07-07,2023-08-01,25,Email,1,49.0
ADO008301,CUST03867,FEAT005,20230803,2023-08-03,2023-08-19,16,In-App Banner,1,45.0
ADO008302,CUST03966,FEAT001,20220613,2022-06-13,2022-07-12,29,Referral,0,31.0
ADO008303,CUST04255,FEAT005,20230524,2023-05-24,2023-05-30,6,Push Notification,1,27.0
ADO008304,CUST00625,FEAT003,20220915,2022-09-15,2022-10-10,25,Push Notification,1,49.0
ADO008305,CUST04649,FEAT001,20230106,2023-01-06,2023-01-31,25,Email,1,
ADO008306,CUST01423,FEAT005,20230814,2023-08-14,2023-09-09,26,Push Notification,1,
ADO008307,CUST00927,FEAT001,20230501,2023-05-01,2023-05-30,29,Email,1,36.0
ADO008308,CUST04731,FEAT005,20230206,2023-02-06,2023-02-15,9,Email,1,59.0
ADO008309,CUST01498,FEAT002,20230709,2023-07-09,2023-07-26,17,Push Notification,0,
ADO008310,CUST04150,FEAT001,20220107,2022-01-07,2022-01-22,15,Push Notification,1,3.0
ADO008311,CUST00037,FEAT005,20220120,2022-01-20,2022-01-30,10,Email,1,46.0
ADO008312,CUST00339,FEAT001,20220703,2022-07-03,2022-07-19,16,Push Notification,1,
ADO008313,CUST02558,FEAT003,20221213,2022-12-13,2023-01-03,21,Push Notification,0,10.0
ADO008314,CUST01230,FEAT005,20220122,2022-01-22,2022-01-26,4,Email,1,13.0
ADO008315,CUST01305,FEAT002,20220104,2022-01-04,2022-01-06,2,Push Notification,0,5.0
ADO008316,CUST02957,FEAT001,20221101,2022-11-01,2022-11-12,11,Push Notification,1,
ADO008317,CUST02225,FEAT003,20220310,2022-03-10,2022-03-22,12,Referral,0,55.0
ADO008318,CUST02257,FEAT005,20230627,2023-06-27,2023-07-12,15,In-App Banner,1,47.0
ADO008319,CUST02205,FEAT005,20230220,2023-02-20,2023-03-05,13,Email,1,32.0
ADO008320,CUST01079,FEAT003,20230423,2023-04-23,2023-05-03,10,Referral,1,37.0
ADO008321,CUST00147,FEAT008,20220411,2022-04-11,2022-04-22,11,Referral,1,12.0
ADO008322,CUST01402,FEAT002,20230220,2023-02-20,2023-03-13,21,Push Notification,1,58.0
ADO008323,CUST03665,FEAT002,20220916,2022-09-16,2022-09-24,8,In-App Banner,1,
ADO008324,CUST00417,FEAT002,20220824,2022-08-24,2022-09-20,27,In-App Banner,1,47.0
ADO008325,CUST03263,FEAT001,20220226,2022-02-26,2022-03-13,15,Organic,0,10.0
ADO008326,CUST04380,FEAT004,20221216,2022-12-16,2022-12-25,9,Push Notification,1,3.0
ADO008327,CUST04448,FEAT004,20220713,2022-07-13,2022-07-19,6,In-App Banner,1,28.0
ADO008328,CUST00110,FEAT003,20230810,2023-08-10,2023-09-09,30,Organic,1,42.0
ADO008329,CUST03052,FEAT005,20230604,2023-06-04,2023-07-04,30,In-App Banner,1,6.0
ADO008330,CUST04043,FEAT002,20220526,2022-05-26,2022-06-23,28,In-App Banner,1,42.0
ADO008331,CUST01949,FEAT001,20230723,2023-07-23,2023-07-29,6,Push Notification,1,25.0
ADO008332,CUST03260,FEAT003,20230702,2023-07-02,2023-07-24,22,Push Notification,1,52.0
ADO008333,CUST00086,FEAT002,20230313,2023-03-13,2023-03-14,1,Referral,1,
ADO008334,CUST00721,FEAT001,20220923,2022-09-23,2022-10-03,10,In-App Banner,1,17.0
ADO008335,CUST03649,FEAT003,20220607,2022-06-07,2022-06-14,7,Email,1,6.0
ADO008336,CUST03977,FEAT007,20220319,2022-03-19,2022-03-27,8,Email,1,31.0
ADO008337,CUST04355,FEAT001,20221217,2022-12-17,2023-01-02,16,Push Notification,1,20.0
ADO008338,CUST00058,FEAT001,20220408,2022-04-08,2022-04-19,11,Email,1,28.0
ADO008339,CUST00363,FEAT004,20220420,2022-04-20,2022-05-08,18,Email,1,5.0
ADO008340,CUST03542,FEAT006,20230524,2023-05-24,2023-06-12,19,In-App Banner,1,8.0
ADO008341,CUST01084,FEAT002,20220129,2022-01-29,2022-02-17,19,Push Notification,1,22.0
ADO008342,CUST01058,FEAT003,20221225,2022-12-25,2022-12-27,2,In-App Banner,1,28.0
ADO008343,CUST01071,FEAT006,20220217,2022-02-17,2022-02-20,3,In-App Banner,1,38.0
ADO008344,CUST04607,FEAT001,20220608,2022-06-08,2022-06-25,17,Organic,1,42.0
ADO008345,CUST02891,FEAT001,20220510,2022-05-10,2022-05-17,7,Push Notification,1,33.0
ADO008346,CUST01224,FEAT002,20230802,2023-08-02,2023-08-16,14,Email,1,54.0
ADO008347,CUST00031,FEAT005,20221003,2022-10-03,2022-10-21,18,In-App Banner,1,56.0
ADO008348,CUST01620,FEAT002,20230504,2023-05-04,2023-05-22,18,In-App Banner,0,
ADO008349,CUST02790,FEAT007,20230602,2023-06-02,2023-06-07,5,Push Notification,1,9.0
ADO008350,CUST04862,FEAT001,20220416,2022-04-16,2022-04-26,10,Push Notification,1,29.0
ADO008351,CUST04388,FEAT001,20230116,2023-01-16,2023-02-14,29,Referral,1,21.0
ADO008352,CUST02644,FEAT002,20220508,2022-05-08,2022-05-10,2,In-App Banner,1,35.0
ADO008353,CUST03518,FEAT004,20220805,2022-08-05,2022-08-30,25,Push Notification,1,22.0
ADO008354,CUST04951,FEAT001,20230331,2023-03-31,2023-04-02,2,Organic,1,21.0
ADO008355,CUST02314,FEAT001,20220618,2022-06-18,2022-06-18,0,Referral,1,46.0
ADO008356,CUST03765,FEAT003,20221106,2022-11-06,2022-11-28,22,Push Notification,1,4.0
ADO008357,CUST02538,FEAT004,20220707,2022-07-07,2022-07-16,9,In-App Banner,1,20.0
ADO008358,CUST04599,FEAT004,20230424,2023-04-24,2023-05-20,26,In-App Banner,1,18.0
ADO008359,CUST04775,FEAT002,20230226,2023-02-26,2023-03-03,5,Push Notification,1,32.0
ADO008360,CUST01068,FEAT002,20221221,2022-12-21,2023-01-09,19,Referral,1,58.0
ADO008361,CUST00654,FEAT006,20230614,2023-06-14,2023-07-13,29,In-App Banner,0,33.0
ADO008362,CUST04469,FEAT004,20220901,2022-09-01,2022-09-23,22,In-App Banner,0,58.0
ADO008363,CUST00575,FEAT007,20220702,2022-07-02,2022-07-11,9,In-App Banner,1,53.0
ADO008364,CUST01931,FEAT004,20230321,2023-03-21,2023-04-12,22,Push Notification,1,13.0
ADO008365,CUST03778,FEAT003,20230507,2023-05-07,2023-05-12,5,Push Notification,1,12.0
ADO008366,CUST02434,FEAT001,20220715,2022-07-15,2022-08-04,20,Referral,0,49.0
ADO008367,CUST02505,FEAT003,20220722,2022-07-22,2022-08-11,20,Push Notification,1,58.0
ADO008368,CUST02493,FEAT004,20230419,2023-04-19,2023-05-05,16,In-App Banner,1,42.0
ADO008369,CUST04059,FEAT007,20220618,2022-06-18,2022-07-07,19,Referral,1,1.0
ADO008370,CUST03084,FEAT001,20230106,2023-01-06,2023-01-21,15,In-App Banner,1,24.0
ADO008371,CUST02766,FEAT001,20230220,2023-02-20,2023-03-16,24,In-App Banner,1,51.0
ADO008372,CUST02519,FEAT002,20220817,2022-08-17,2022-09-14,28,Push Notification,1,11.0
ADO008373,CUST04248,FEAT003,20220214,2022-02-14,2022-03-12,26,Email,1,55.0
ADO008374,CUST01284,FEAT006,20230809,2023-08-09,2023-08-10,1,Push Notification,1,6.0
ADO008375,CUST02214,FEAT006,20230701,2023-07-01,2023-07-21,20,Push Notification,1,8.0
ADO008376,CUST00154,FEAT001,20221031,2022-10-31,2022-11-04,4,Referral,1,22.0
ADO008377,CUST03431,FEAT002,20220221,2022-02-21,2022-03-13,20,In-App Banner,1,24.0
ADO008378,CUST00409,FEAT003,20230805,2023-08-05,2023-08-14,9,Email,1,14.0
ADO008379,CUST04927,FEAT001,20220309,2022-03-09,2022-03-22,13,Push Notification,1,10.0
ADO008380,CUST02903,FEAT004,20230510,2023-05-10,2023-05-17,7,Organic,1,48.0
ADO008381,CUST03915,FEAT004,20230302,2023-03-02,2023-03-06,4,Organic,1,23.0
ADO008382,CUST01375,FEAT002,20230220,2023-02-20,2023-03-04,12,In-App Banner,1,18.0
ADO008383,CUST01134,FEAT004,20220509,2022-05-09,2022-05-20,11,Referral,1,15.0
ADO008384,CUST02144,FEAT007,20220607,2022-06-07,2022-07-06,29,Referral,0,32.0
ADO008385,CUST03380,FEAT003,20220825,2022-08-25,2022-08-26,1,Email,1,56.0
ADO008386,CUST04878,FEAT003,20220328,2022-03-28,2022-04-19,22,In-App Banner,1,25.0
ADO008387,CUST02199,FEAT002,20220302,2022-03-02,2022-03-31,29,Referral,0,25.0
ADO008388,CUST00822,FEAT004,20221207,2022-12-07,2022-12-11,4,Email,0,45.0
ADO008389,CUST03824,FEAT007,20220905,2022-09-05,2022-09-08,3,Email,1,15.0
ADO008390,CUST00932,FEAT002,20230417,2023-04-17,2023-04-22,5,Push Notification,1,56.0
ADO008391,CUST01494,FEAT006,20230210,2023-02-10,2023-02-19,9,In-App Banner,1,60.0
ADO008392,CUST00540,FEAT002,20220922,2022-09-22,2022-10-07,15,Email,1,53.0
ADO008393,CUST02690,FEAT002,20230308,2023-03-08,2023-03-26,18,In-App Banner,1,57.0
ADO008394,CUST00095,FEAT002,20220309,2022-03-09,2022-03-25,16,Referral,1,38.0
ADO008395,CUST01032,FEAT002,20220817,2022-08-17,2022-08-23,6,In-App Banner,0,52.0
ADO008396,CUST02704,FEAT001,20230625,2023-06-25,2023-07-18,23,In-App Banner,1,28.0
ADO008397,CUST02236,FEAT003,20230405,2023-04-05,2023-04-30,25,Push Notification,0,
ADO008398,CUST01341,FEAT007,20220611,2022-06-11,2022-06-29,18,Push Notification,1,19.0
ADO008399,CUST01986,FEAT002,20221127,2022-11-27,2022-12-16,19,Referral,1,16.0
ADO008400,CUST03419,FEAT007,20230302,2023-03-02,2023-03-31,29,In-App Banner,1,16.0
ADO008401,CUST03943,FEAT002,20230504,2023-05-04,2023-05-29,25,In-App Banner,0,
ADO008402,CUST00676,FEAT005,20221228,2022-12-28,2023-01-04,7,Organic,0,
ADO008403,CUST04876,FEAT003,20220121,2022-01-21,2022-02-15,25,Push Notification,1,42.0
ADO008404,CUST01383,FEAT004,20220620,2022-06-20,2022-07-03,13,In-App Banner,0,53.0
ADO008405,CUST01340,FEAT002,20221105,2022-11-05,2022-11-19,14,Organic,1,26.0
ADO008406,CUST00087,FEAT006,20220213,2022-02-13,2022-03-08,23,In-App Banner,1,26.0
ADO008407,CUST01662,FEAT003,20220527,2022-05-27,2022-06-15,19,In-App Banner,1,18.0
ADO008408,CUST04611,FEAT005,20220117,2022-01-17,2022-02-04,18,Referral,1,49.0
ADO008409,CUST00311,FEAT004,20220226,2022-02-26,2022-03-11,13,Referral,0,14.0
ADO008410,CUST02463,FEAT003,20230410,2023-04-10,2023-04-23,13,Organic,1,5.0
ADO008411,CUST00554,FEAT007,20221116,2022-11-16,2022-11-25,9,Referral,1,44.0
ADO008412,CUST03700,FEAT001,20230531,2023-05-31,2023-06-15,15,In-App Banner,1,10.0
ADO008413,CUST02662,FEAT002,20221122,2022-11-22,2022-11-30,8,Organic,1,35.0
ADO008414,CUST01443,FEAT004,20220912,2022-09-12,2022-09-15,3,In-App Banner,1,29.0
ADO008415,CUST03282,FEAT005,20230520,2023-05-20,2023-06-08,19,In-App Banner,1,33.0
ADO008416,CUST01177,FEAT001,20220304,2022-03-04,2022-03-27,23,Email,1,
ADO008417,CUST03547,FEAT002,20230330,2023-03-30,2023-04-29,30,In-App Banner,1,22.0
ADO008418,CUST02980,FEAT001,20221002,2022-10-02,2022-11-01,30,In-App Banner,1,45.0
ADO008419,CUST04677,FEAT001,20220819,2022-08-19,2022-09-07,19,In-App Banner,1,13.0
ADO008420,CUST01610,FEAT001,20221110,2022-11-10,2022-12-10,30,In-App Banner,1,44.0
ADO008421,CUST01894,FEAT003,20230812,2023-08-12,2023-08-24,12,In-App Banner,1,12.0
ADO008422,CUST00158,FEAT003,20221011,2022-10-11,2022-10-21,10,Organic,1,35.0
ADO008423,CUST01737,FEAT003,20220707,2022-07-07,2022-08-01,25,Push Notification,1,13.0
ADO008424,CUST02841,FEAT004,20220628,2022-06-28,2022-07-14,16,In-App Banner,1,31.0
ADO008425,CUST04571,FEAT003,20220816,2022-08-16,2022-08-26,10,Email,1,53.0
ADO008426,CUST01624,FEAT001,20220912,2022-09-12,2022-10-08,26,In-App Banner,1,9.0
ADO008427,CUST02018,FEAT003,20220121,2022-01-21,2022-02-19,29,Email,1,51.0
ADO008428,CUST03944,FEAT001,20220827,2022-08-27,2022-09-04,8,Referral,1,
ADO008429,CUST02789,FEAT001,20220912,2022-09-12,2022-10-02,20,Referral,1,30.0
ADO008430,CUST00414,FEAT007,20220705,2022-07-05,2022-07-12,7,Email,1,
ADO008431,CUST03467,FEAT003,20221114,2022-11-14,2022-11-17,3,Email,0,14.0
ADO008432,CUST01465,FEAT001,20220606,2022-06-06,2022-06-15,9,Organic,1,12.0
ADO008433,CUST03897,FEAT003,20220917,2022-09-17,2022-09-17,0,Email,1,60.0
ADO008434,CUST04670,FEAT005,20230706,2023-07-06,2023-07-17,11,Push Notification,1,40.0
ADO008435,CUST01564,FEAT001,20230415,2023-04-15,2023-04-20,5,Referral,1,43.0
ADO008436,CUST01981,FEAT001,20220824,2022-08-24,2022-09-04,11,In-App Banner,0,56.0
ADO008437,CUST00368,FEAT005,20221128,2022-11-28,2022-12-27,29,In-App Banner,1,7.0
ADO008438,CUST03275,FEAT002,20220219,2022-02-19,2022-02-23,4,Push Notification,0,13.0
ADO008439,CUST02037,FEAT004,20220516,2022-05-16,2022-05-26,10,In-App Banner,1,53.0
ADO008440,CUST00233,FEAT004,20230515,2023-05-15,2023-06-06,22,Push Notification,1,6.0
ADO008441,CUST00736,FEAT003,20230110,2023-01-10,2023-02-09,30,Email,1,14.0
ADO008442,CUST02921,FEAT003,20221129,2022-11-29,2022-12-16,17,Push Notification,1,22.0
ADO008443,CUST02186,FEAT002,20220223,2022-02-23,2022-03-03,8,Email,1,56.0
ADO008444,CUST01245,FEAT001,20220605,2022-06-05,2022-07-03,28,Email,1,51.0
ADO008445,CUST02451,FEAT006,20221216,2022-12-16,2022-12-28,12,Referral,1,4.0
ADO008446,CUST00584,FEAT003,20220322,2022-03-22,2022-04-09,18,In-App Banner,1,54.0
ADO008447,CUST01281,FEAT007,20230116,2023-01-16,2023-02-11,26,In-App Banner,1,56.0
ADO008448,CUST03050,FEAT003,20220331,2022-03-31,2022-04-04,4,Push Notification,1,
ADO008449,CUST01906,FEAT002,20230607,2023-06-07,2023-07-02,25,Email,1,27.0
ADO008450,CUST00292,FEAT005,20230513,2023-05-13,2023-06-06,24,In-App Banner,1,53.0
ADO008451,CUST04235,FEAT006,20220319,2022-03-19,2022-04-06,18,Referral,1,44.0
ADO008452,CUST02829,FEAT002,20220122,2022-01-22,2022-02-02,11,In-App Banner,0,27.0
ADO008453,CUST01829,FEAT002,20221114,2022-11-14,2022-12-03,19,In-App Banner,0,14.0
ADO008454,CUST02081,FEAT006,20220312,2022-03-12,2022-03-31,19,Push Notification,1,
ADO008455,CUST02730,FEAT001,20230525,2023-05-25,2023-06-21,27,Organic,1,60.0
ADO008456,CUST02573,FEAT002,20230102,2023-01-02,2023-01-17,15,Referral,1,43.0
ADO008457,CUST00994,FEAT007,20230206,2023-02-06,2023-02-19,13,In-App Banner,0,
ADO008458,CUST01890,FEAT004,20220627,2022-06-27,2022-07-27,30,Email,1,45.0
ADO008459,CUST04219,FEAT005,20220515,2022-05-15,2022-05-23,8,Organic,1,21.0
ADO008460,CUST03356,FEAT006,20220909,2022-09-09,2022-09-09,0,Push Notification,1,56.0
ADO008461,CUST03528,FEAT004,20220504,2022-05-04,2022-05-27,23,Email,1,55.0
ADO008462,CUST03363,FEAT001,20220518,2022-05-18,2022-06-14,27,Push Notification,1,25.0
ADO008463,CUST00610,FEAT003,20230704,2023-07-04,2023-07-25,21,Push Notification,1,37.0
ADO008464,CUST02988,FEAT004,20230319,2023-03-19,2023-03-26,7,Push Notification,1,
ADO008465,CUST02589,FEAT003,20220515,2022-05-15,2022-05-15,0,Email,1,52.0
ADO008466,CUST00007,FEAT002,20230415,2023-04-15,2023-04-28,13,Push Notification,0,39.0
ADO008467,CUST00600,FEAT002,20221117,2022-11-17,2022-11-18,1,Push Notification,0,60.0
ADO008468,CUST02369,FEAT004,20220607,2022-06-07,2022-06-08,1,Push Notification,1,34.0
ADO008469,CUST02576,FEAT007,20230730,2023-07-30,2023-08-20,21,Referral,1,59.0
ADO008470,CUST03158,FEAT002,20230528,2023-05-28,2023-06-22,25,Email,1,9.0
ADO008471,CUST02937,FEAT007,20230307,2023-03-07,2023-03-26,19,In-App Banner,1,3.0
ADO008472,CUST03649,FEAT006,20230417,2023-04-17,2023-05-15,28,In-App Banner,0,
ADO008473,CUST02508,FEAT003,20220714,2022-07-14,2022-08-04,21,In-App Banner,0,
ADO008474,CUST01768,FEAT003,20230309,2023-03-09,2023-03-09,0,In-App Banner,1,
ADO008475,CUST04139,FEAT006,20220213,2022-02-13,2022-03-08,23,Push Notification,1,48.0
ADO008476,CUST04857,FEAT008,20220208,2022-02-08,2022-02-11,3,Email,1,1.0
ADO008477,CUST00362,FEAT001,20220322,2022-03-22,2022-04-20,29,Referral,1,43.0
ADO008478,CUST02331,FEAT002,20230304,2023-03-04,2023-03-27,23,Referral,1,
ADO008479,CUST00787,FEAT004,20220221,2022-02-21,2022-03-16,23,In-App Banner,1,57.0
ADO008480,CUST01774,FEAT007,20220602,2022-06-02,2022-06-17,15,In-App Banner,0,45.0
ADO008481,CUST04103,FEAT003,20230725,2023-07-25,2023-07-28,3,In-App Banner,1,49.0
ADO008482,CUST01697,FEAT008,20220209,2022-02-09,2022-02-17,8,Push Notification,1,
ADO008483,CUST03162,FEAT004,20220906,2022-09-06,2022-09-23,17,Email,1,51.0
ADO008484,CUST04285,FEAT008,20220427,2022-04-27,2022-05-10,13,Push Notification,1,42.0
ADO008485,CUST03876,FEAT001,20230703,2023-07-03,2023-07-26,23,Email,1,60.0
ADO008486,CUST00726,FEAT003,20230625,2023-06-25,2023-07-21,26,Referral,0,42.0
ADO008487,CUST02894,FEAT003,20230307,2023-03-07,2023-04-05,29,In-App Banner,1,6.0
ADO008488,CUST00375,FEAT002,20221225,2022-12-25,2023-01-14,20,In-App Banner,1,21.0
ADO008489,CUST04844,FEAT001,20230126,2023-01-26,2023-02-05,10,Push Notification,1,54.0
ADO008490,CUST03279,FEAT003,20230725,2023-07-25,2023-08-11,17,Push Notification,1,5.0
ADO008491,CUST01314,FEAT008,20230125,2023-01-25,2023-02-09,15,Email,1,9.0
ADO008492,CUST04293,FEAT002,20220205,2022-02-05,2022-02-05,0,Push Notification,1,9.0
ADO008493,CUST03926,FEAT004,20220609,2022-06-09,2022-07-01,22,Organic,0,
ADO008494,CUST04000,FEAT007,20220610,2022-06-10,2022-07-06,26,In-App Banner,0,51.0
ADO008495,CUST00015,FEAT002,20230722,2023-07-22,2023-07-25,3,In-App Banner,1,55.0
ADO008496,CUST02379,FEAT004,20230404,2023-04-04,2023-04-08,4,Email,1,
ADO008497,CUST01583,FEAT006,20230415,2023-04-15,2023-04-21,6,Email,1,57.0
ADO008498,CUST02882,FEAT007,20230307,2023-03-07,2023-03-16,9,Email,1,3.0
ADO008499,CUST00146,FEAT004,20230423,2023-04-23,2023-05-09,16,In-App Banner,1,55.0
ADO008500,CUST01830,FEAT003,20220130,2022-01-30,2022-03-01,30,Referral,0,35.0
ADO008501,CUST04371,FEAT001,20220816,2022-08-16,2022-08-17,1,In-App Banner,1,30.0
ADO008502,CUST03280,FEAT002,20230331,2023-03-31,2023-04-30,30,Push Notification,1,35.0
ADO008503,CUST04264,FEAT001,20230822,2023-08-22,2023-09-11,20,Email,1,37.0
ADO008504,CUST04667,FEAT005,20230116,2023-01-16,2023-01-19,3,Email,1,59.0
ADO008505,CUST02092,FEAT004,20221221,2022-12-21,2022-12-30,9,Push Notification,0,48.0
ADO008506,CUST04978,FEAT001,20230716,2023-07-16,2023-07-22,6,In-App Banner,1,29.0
ADO008507,CUST03781,FEAT007,20220323,2022-03-23,2022-03-31,8,Email,1,13.0
ADO008508,CUST03939,FEAT004,20220927,2022-09-27,2022-10-15,18,Email,1,39.0
ADO008509,CUST00290,FEAT003,20230322,2023-03-22,2023-04-03,12,Referral,1,
ADO008510,CUST04220,FEAT004,20230304,2023-03-04,2023-03-18,14,Email,1,15.0
ADO008511,CUST03053,FEAT001,20220312,2022-03-12,2022-04-08,27,Push Notification,0,52.0
ADO008512,CUST04598,FEAT003,20221212,2022-12-12,2023-01-05,24,Organic,1,33.0
ADO008513,CUST04026,FEAT003,20220414,2022-04-14,2022-04-16,2,Referral,1,6.0
ADO008514,CUST03482,FEAT002,20221108,2022-11-08,2022-11-19,11,In-App Banner,1,
ADO008515,CUST00373,FEAT003,20221226,2022-12-26,2023-01-16,21,Email,1,
ADO008516,CUST02994,FEAT001,20230216,2023-02-16,2023-02-22,6,Email,1,
ADO008517,CUST02488,FEAT001,20220912,2022-09-12,2022-10-11,29,Push Notification,1,8.0
ADO008518,CUST00400,FEAT007,20230326,2023-03-26,2023-04-01,6,Referral,1,46.0
ADO008519,CUST00134,FEAT002,20220203,2022-02-03,2022-02-07,4,Email,1,6.0
ADO008520,CUST02864,FEAT001,20230626,2023-06-26,2023-07-22,26,Referral,1,39.0
ADO008521,CUST03511,FEAT001,20221206,2022-12-06,2022-12-30,24,Email,1,10.0
ADO008522,CUST01968,FEAT001,20230426,2023-04-26,2023-05-18,22,Push Notification,1,
ADO008523,CUST03950,FEAT001,20220905,2022-09-05,2022-09-05,0,Push Notification,1,49.0
ADO008524,CUST00815,FEAT004,20230123,2023-01-23,2023-02-07,15,In-App Banner,0,9.0
ADO008525,CUST04565,FEAT005,20230508,2023-05-08,2023-05-11,3,In-App Banner,1,
