transaction_id,customer_id,feature_id,date_id,transaction_date,transaction_type,amount_inr,transaction_status,device_type,session_duration_sec,is_repeat_user
TXN010626,CUST01100,FEAT005,20240416,2024-04-16,Bill Payment,9325.94,Completed,Android,535,1
TXN010627,CUST02188,FEAT004,20240421,2024-04-21,Transfer Reversal,19294.86,Reversed,Web,475,1
TXN010628,CUST02225,FEAT002,20240420,2024-04-20,Savings Deposit,26827.95,Completed,iOS,546,0
TXN010629,CUST03326,FEAT003,20240116,2024-01-16,Alert Triggered,0.0,Completed,Android,292,1
TXN010630,CUST01051,FEAT001,20240516,2024-05-16,Crypto Sell,188112.91,Completed,Android,250,1
TXN010631,CUST03646,FEAT001,20231226,2023-12-26,Crypto Transfer,116564.65,Completed,iOS,502,0
TXN010632,CUST01932,FEAT003,20230706,2023-07-06,Alert Triggered,0.0,Completed,Android,51,0
TXN010633,CUST02910,FEAT004,20220622,2022-06-22,Transfer Reversal,55206.76,Completed,iOS,35,1
TXN010634,CUST03342,FEAT002,20221223,2022-12-23,Savings Withdrawal,19824.32,Failed,iOS,353,0
TXN010635,CUST00929,FEAT001,20230711,2023-07-11,Crypto Buy,124821.38,Completed,iOS,826,1
TXN010636,CUST02372,FEAT001,20230329,2023-03-29,Crypto Buy,194362.34,Completed,iOS,199,1
TXN010637,CUST01795,FEAT001,20230615,2023-06-15,Crypto Sell,106701.08,Completed,Web,488,0
TXN010638,CUST03462,FEAT001,20230812,2023-08-12,Crypto Transfer,199194.1,Completed,iOS,666,1
TXN010639,CUST04227,FEAT001,20220228,2022-02-28,Crypto Buy,78988.14,Completed,iOS,97,1
TXN010640,CUST01760,FEAT003,20220601,2022-06-01,Expense Logged,0.0,Completed,Android,366,0
TXN010641,CUST00616,FEAT001,20240606,2024-06-06,Crypto Buy,166819.52,Completed,Android,613,1
TXN010642,CUST01000,FEAT003,20230106,2023-01-06,Alert Triggered,0.0,Failed,iOS,716,0
TXN010643,CUST01784,FEAT003,20220309,2022-03-09,Expense Logged,0.0,Completed,Android,327,0
TXN010644,CUST04943,FEAT001,20231017,2023-10-17,Crypto Sell,39136.09,Completed,Android,582,1
TXN010645,CUST00491,FEAT002,20230628,2023-06-28,Savings Withdrawal,17943.58,Completed,iOS,645,1
TXN010646,CUST00427,FEAT002,20240412,2024-04-12,Savings Deposit,39696.72,Completed,iOS,572,1
TXN010647,CUST04795,FEAT002,20231226,2023-12-26,Savings Deposit,12958.99,Completed,iOS,364,0
TXN010648,CUST04049,FEAT003,20220708,2022-07-08,Budget Set,0.0,Completed,Web,126,1
TXN010649,CUST03450,FEAT002,20230923,2023-09-23,Goal Created,9800.6,Completed,iOS,131,1
TXN010650,CUST00086,FEAT002,20220622,2022-06-22,Savings Deposit,6157.13,Completed,Web,383,1
TXN010651,CUST00725,FEAT006,20230619,2023-06-19,FD Created,162566.68,Completed,iOS,835,0
TXN010652,CUST01869,FEAT003,20230503,2023-05-03,Alert Triggered,0.0,Completed,Web,132,1
TXN010653,CUST04525,FEAT001,20240411,2024-04-11,Crypto Sell,73544.02,Completed,Web,470,1
TXN010654,CUST03772,FEAT004,20230615,2023-06-15,Transfer Reversal,27240.97,Completed,iOS,192,1
TXN010655,CUST00660,FEAT003,20231010,2023-10-10,Expense Logged,0.0,Pending,iOS,685,0
TXN010656,CUST04939,FEAT002,20230604,2023-06-04,Savings Withdrawal,42055.73,Completed,Android,75,0
TXN010657,CUST03785,FEAT006,20221206,2022-12-06,FD Created,466361.5,Completed,iOS,40,1
TXN010658,CUST04370,FEAT006,20220322,2022-03-22,FD Broken,160034.59,Completed,Web,257,0
TXN010659,CUST03859,FEAT005,20220801,2022-08-01,Bill Payment,7057.52,Completed,Android,703,1
TXN010660,CUST01619,FEAT001,20240111,2024-01-11,Crypto Sell,47002.15,Completed,Android,503,0
TXN010661,CUST02313,FEAT005,20231025,2023-10-25,Bill Payment,10608.33,Completed,iOS,854,1
TXN010662,CUST03429,FEAT002,20240504,2024-05-04,Goal Created,18522.61,Completed,Android,78,1
TXN010663,CUST02809,FEAT006,20240630,2024-06-30,FD Broken,375612.06,Completed,Android,68,1
TXN010664,CUST03060,FEAT001,20220217,2022-02-17,Crypto Sell,53892.98,Completed,Android,548,0
TXN010665,CUST00102,FEAT001,20221017,2022-10-17,Crypto Transfer,91027.7,Completed,Web,193,1
TXN010666,CUST04432,FEAT003,20230709,2023-07-09,Alert Triggered,0.0,Completed,Web,245,1
TXN010667,CUST00393,FEAT001,20221122,2022-11-22,Crypto Transfer,117022.81,Reversed,iOS,483,1
TXN010668,CUST02949,FEAT001,20221120,2022-11-20,Crypto Transfer,118192.78,Failed,Web,97,0
TXN010669,CUST01079,FEAT001,20220319,2022-03-19,Crypto Transfer,154955.67,Completed,Android,441,0
TXN010670,CUST04769,FEAT004,20230713,2023-07-13,Transfer Receipt,82598.04,Completed,Android,70,1
TXN010671,CUST01390,FEAT003,20230106,2023-01-06,Expense Logged,0.0,Completed,iOS,195,0
TXN010672,CUST00381,FEAT003,20220120,2022-01-20,Budget Set,0.0,Completed,Android,117,0
TXN010673,CUST02787,FEAT003,20220123,2022-01-23,Expense Logged,0.0,Completed,Web,544,1
TXN010674,CUST00285,FEAT006,20220330,2022-03-30,FD Renewed,381701.54,Completed,Android,115,0
TXN010675,CUST03312,FEAT002,20240108,2024-01-08,Savings Withdrawal,38205.79,Completed,iOS,703,1
TXN010676,CUST00974,FEAT004,20220730,2022-07-30,Transfer Receipt,7981.97,Completed,Android,311,1
TXN010677,CUST04124,FEAT007,20231116,2023-11-16,Loan Applied,954730.97,Completed,Android,162,1
TXN010678,CUST04157,FEAT004,20220531,2022-05-31,Transfer Receipt,12511.52,Completed,iOS,321,1
TXN010679,CUST01033,FEAT003,20230513,2023-05-13,Expense Logged,0.0,Completed,Android,588,1
TXN010680,CUST00650,FEAT001,20220205,2022-02-05,Crypto Sell,100288.21,Completed,Android,582,1
TXN010681,CUST02068,FEAT003,20231112,2023-11-12,Budget Set,0.0,Completed,Android,371,1
TXN010682,CUST00887,FEAT001,20230128,2023-01-28,Crypto Transfer,108592.61,Completed,iOS,133,0
TXN010683,CUST00154,FEAT001,20240531,2024-05-31,Crypto Sell,109791.83,Completed,iOS,382,0
TXN010684,CUST03131,FEAT002,20231127,2023-11-27,Goal Created,13348.02,Completed,iOS,216,1
TXN010685,CUST01583,FEAT001,20220630,2022-06-30,Crypto Sell,62269.0,Completed,Android,287,0
TXN010686,CUST02652,FEAT002,20240524,2024-05-24,Goal Created,12829.5,Completed,Android,856,0
TXN010687,CUST04973,FEAT001,20220325,2022-03-25,Crypto Sell,41975.39,Completed,Web,831,1
TXN010688,CUST02419,FEAT005,20230114,2023-01-14,Bill Payment,18149.05,Completed,iOS,221,1
TXN010689,CUST03632,FEAT003,20220525,2022-05-25,Expense Logged,0.0,Completed,Android,145,1
TXN010690,CUST04491,FEAT005,20240525,2024-05-25,Auto-Pay,6456.47,Completed,Android,345,0
TXN010691,CUST04521,FEAT003,20230803,2023-08-03,Budget Set,0.0,Completed,iOS,392,1
TXN010692,CUST04640,FEAT001,20230822,2023-08-22,Crypto Sell,130297.27,Completed,Android,144,1
TXN010693,CUST00495,FEAT006,20240220,2024-02-20,FD Renewed,49841.16,Completed,Android,97,0
TXN010694,CUST01010,FEAT003,20221012,2022-10-12,Expense Logged,0.0,Completed,Android,488,1
TXN010695,CUST01160,FEAT003,20240529,2024-05-29,Expense Logged,0.0,Failed,Android,352,0
TXN010696,CUST03855,FEAT003,20230911,2023-09-11,Budget Set,0.0,Completed,iOS,541,1
TXN010697,CUST01450,FEAT001,20231230,2023-12-30,Crypto Transfer,147059.7,Completed,Android,784,0
TXN010698,CUST03910,FEAT001,20240519,2024-05-19,Crypto Transfer,147344.97,Pending,iOS,284,1
TXN010699,CUST02874,FEAT001,20230924,2023-09-24,Crypto Buy,72364.65,Reversed,Web,549,1
TXN010700,CUST02265,FEAT006,20231226,2023-12-26,FD Broken,446452.58,Completed,iOS,259,1
TXN010701,CUST03107,FEAT003,20221023,2022-10-23,Expense Logged,0.0,Completed,Android,419,1
TXN010702,CUST03328,FEAT008,20220209,2022-02-09,Claim Filed,6601.83,Completed,iOS,343,0
TXN010703,CUST00042,FEAT002,20230803,2023-08-03,Savings Withdrawal,19093.29,Completed,iOS,463,0
TXN010704,CUST01503,FEAT004,20220607,2022-06-07,Transfer Reversal,25031.5,Completed,Android,159,0
TXN010705,CUST04701,FEAT003,20240124,2024-01-24,Alert Triggered,0.0,Completed,iOS,491,1
TXN010706,CUST04879,FEAT002,20220426,2022-04-26,Goal Created,16625.01,Completed,Android,771,0
TXN010707,CUST02151,FEAT003,20220717,2022-07-17,Budget Set,0.0,Completed,iOS,647,0
TXN010708,CUST00613,FEAT003,20240624,2024-06-24,Expense Logged,0.0,Completed,Android,797,1
TXN010709,CUST03665,FEAT004,20231005,2023-10-05,Transfer Receipt,55029.94,Completed,iOS,893,1
TXN010710,CUST03408,FEAT002,20231224,2023-12-24,Goal Created,292.99,Completed,iOS,243,1
TXN010711,CUST04981,FEAT006,20220324,2022-03-24,FD Created,315731.43,Completed,iOS,537,1
TXN010712,CUST04432,FEAT001,20240228,2024-02-28,Crypto Sell,176165.21,Completed,Android,137,1
TXN010713,CUST00299,FEAT005,20230304,2023-03-04,Auto-Pay,18085.62,Completed,Web,396,0
TXN010714,CUST02491,FEAT005,20221005,2022-10-05,Auto-Pay,2525.51,Completed,iOS,221,1
TXN010715,CUST01652,FEAT001,20231105,2023-11-05,Crypto Buy,104873.97,Completed,Android,639,0
TXN010716,CUST00448,FEAT003,20220927,2022-09-27,Budget Set,0.0,Completed,iOS,780,0
TXN010717,CUST00805,FEAT001,20221017,2022-10-17,Crypto Transfer,142989.41,Completed,Android,51,1
TXN010718,CUST00826,FEAT003,20230416,2023-04-16,Expense Logged,0.0,Completed,Android,556,1
TXN010719,CUST01703,FEAT002,20230622,2023-06-22,Savings Deposit,47580.58,Completed,Web,465,1
TXN010720,CUST00732,FEAT003,20220608,2022-06-08,Alert Triggered,0.0,Completed,iOS,558,1
TXN010721,CUST00987,FEAT002,20220813,2022-08-13,Goal Created,7079.41,Completed,iOS,323,1
TXN010722,CUST04268,FEAT001,20220302,2022-03-02,Crypto Transfer,99300.73,Completed,Android,729,0
TXN010723,CUST00022,FEAT004,20221018,2022-10-18,Transfer Receipt,86348.55,Completed,Web,254,1
TXN010724,CUST03927,FEAT008,20221111,2022-11-11,Policy Purchased,23467.06,Completed,Android,300,0
TXN010725,CUST01657,FEAT002,20221126,2022-11-26,Savings Withdrawal,24985.86,Completed,Web,37,0
TXN010726,CUST03041,FEAT002,20220925,2022-09-25,Savings Deposit,2830.91,Completed,Android,411,0
TXN010727,CUST00176,FEAT003,20220729,2022-07-29,Expense Logged,0.0,Pending,Android,282,0
TXN010728,CUST04890,FEAT002,20220914,2022-09-14,Goal Created,42892.84,Completed,Android,224,1
TXN010729,CUST01587,FEAT004,20230617,2023-06-17,Transfer Receipt,76917.47,Completed,iOS,810,1
TXN010730,CUST02285,FEAT002,20220502,2022-05-02,Savings Withdrawal,37548.53,Reversed,Android,625,0
TXN010731,CUST02631,FEAT002,20230227,2023-02-27,Savings Withdrawal,10821.88,Completed,Android,591,1
TXN010732,CUST00468,FEAT002,20230416,2023-04-16,Savings Withdrawal,14151.08,Completed,iOS,99,1
TXN010733,CUST02823,FEAT005,20231009,2023-10-09,Auto-Pay,23010.02,Completed,Android,439,1
TXN010734,CUST02706,FEAT006,20240301,2024-03-01,FD Created,330932.22,Pending,Android,898,0
TXN010735,CUST00665,FEAT004,20230420,2023-04-20,Transfer Receipt,78549.89,Completed,iOS,583,1
TXN010736,CUST02972,FEAT003,20240217,2024-02-17,Budget Set,0.0,Completed,iOS,332,1
TXN010737,CUST03592,FEAT003,20230310,2023-03-10,Budget Set,0.0,Completed,Android,133,0
TXN010738,CUST01399,FEAT001,20220702,2022-07-02,Crypto Sell,111715.12,Completed,iOS,444,1
TXN010739,CUST02790,FEAT001,20220318,2022-03-18,Crypto Sell,86728.04,Completed,iOS,450,0
TXN010740,CUST00479,FEAT002,20220401,2022-04-01,Goal Created,42620.16,Completed,iOS,744,1
TXN010741,CUST01577,FEAT004,20220304,2022-03-04,Instant Transfer,69683.35,Completed,Android,430,1
TXN010742,CUST00129,FEAT003,20220714,2022-07-14,Budget Set,0.0,Completed,Android,313,1
TXN010743,CUST04295,FEAT002,20220510,2022-05-10,Savings Deposit,3339.5,Completed,Android,171,1
TXN010744,CUST01795,FEAT002,20230127,2023-01-27,Goal Created,40959.78,Pending,Android,681,1
TXN010745,CUST04848,FEAT001,20230906,2023-09-06,Crypto Transfer,187590.24,Completed,Android,617,1
TXN010746,CUST01370,FEAT005,20231007,2023-10-07,Auto-Pay,11998.46,Completed,Android,527,1
TXN010747,CUST02899,FEAT008,20240424,2024-04-24,Policy Purchased,22443.98,Completed,Web,698,1
TXN010748,CUST03133,FEAT003,20220107,2022-01-07,Budget Set,0.0,Completed,iOS,772,1
TXN010749,CUST01193,FEAT006,20220119,2022-01-19,FD Created,285726.82,Completed,iOS,375,0
TXN010750,CUST01305,FEAT004,20220323,2022-03-23,Transfer Reversal,33252.33,Reversed,iOS,415,0
TXN010751,CUST02168,FEAT003,20230124,2023-01-24,Budget Set,0.0,Completed,Android,878,1
TXN010752,CUST04800,FEAT003,20240424,2024-04-24,Budget Set,0.0,Completed,Android,271,0
TXN010753,CUST04336,FEAT006,20221117,2022-11-17,FD Created,179356.98,Completed,Android,214,1
TXN010754,CUST04430,FEAT003,20231205,2023-12-05,Budget Set,0.0,Completed,Android,214,0
TXN010755,CUST04122,FEAT003,20230126,2023-01-26,Expense Logged,0.0,Completed,iOS,300,1
TXN010756,CUST00907,FEAT005,20220925,2022-09-25,Auto-Pay,22872.22,Completed,iOS,237,1
TXN010757,CUST04655,FEAT001,20240127,2024-01-27,Crypto Sell,186685.64,Failed,Android,470,1
TXN010758,CUST04707,FEAT001,20221210,2022-12-10,Crypto Buy,157962.9,Pending,iOS,548,1
TXN010759,CUST02335,FEAT004,20220422,2022-04-22,Transfer Receipt,53964.76,Completed,Android,260,1
TXN010760,CUST03150,FEAT002,20231224,2023-12-24,Savings Withdrawal,2421.12,Completed,Android,224,1
TXN010761,CUST04504,FEAT001,20220204,2022-02-04,Crypto Buy,119517.31,Completed,Android,479,1
TXN010762,CUST02560,FEAT001,20220802,2022-08-02,Crypto Transfer,72456.46,Completed,Web,238,1
TXN010763,CUST02395,FEAT002,20220121,2022-01-21,Savings Deposit,47393.98,Completed,Android,805,1
TXN010764,CUST00203,FEAT003,20230710,2023-07-10,Budget Set,0.0,Completed,Android,40,0
TXN010765,CUST00503,FEAT002,20240225,2024-02-25,Savings Deposit,14597.3,Completed,Android,647,1
TXN010766,CUST04437,FEAT001,20240407,2024-04-07,Crypto Sell,119380.13,Completed,Android,868,0
TXN010767,CUST03486,FEAT004,20220518,2022-05-18,Transfer Receipt,33420.92,Reversed,Android,667,0
TXN010768,CUST02067,FEAT001,20220929,2022-09-29,Crypto Transfer,153153.18,Completed,Android,374,0
TXN010769,CUST02660,FEAT004,20220727,2022-07-27,Instant Transfer,9345.76,Completed,Android,408,1
TXN010770,CUST02849,FEAT003,20230920,2023-09-20,Alert Triggered,0.0,Completed,Android,898,1
TXN010771,CUST04394,FEAT004,20220326,2022-03-26,Transfer Receipt,50127.66,Completed,iOS,394,1
TXN010772,CUST02020,FEAT001,20240522,2024-05-22,Crypto Sell,143292.45,Completed,Web,866,1
TXN010773,CUST02385,FEAT001,20230730,2023-07-30,Crypto Transfer,151260.04,Completed,Android,55,1
TXN010774,CUST00216,FEAT003,20230421,2023-04-21,Budget Set,0.0,Completed,Android,517,1
TXN010775,CUST02253,FEAT002,20230808,2023-08-08,Goal Created,17589.09,Completed,iOS,105,1
TXN010776,CUST03353,FEAT002,20230817,2023-08-17,Goal Created,21929.91,Completed,Android,549,1
TXN010777,CUST02525,FEAT002,20220414,2022-04-14,Savings Withdrawal,3752.04,Completed,iOS,314,0
TXN010778,CUST00446,FEAT002,20231203,2023-12-03,Savings Deposit,23850.56,Completed,Android,369,1
TXN010779,CUST01421,FEAT003,20240615,2024-06-15,Budget Set,0.0,Completed,iOS,395,1
TXN010780,CUST03614,FEAT003,20240613,2024-06-13,Budget Set,0.0,Completed,Web,396,1
TXN010781,CUST04825,FEAT002,20220319,2022-03-19,Savings Deposit,37114.34,Completed,Android,830,1
TXN010782,CUST00153,FEAT007,20240222,2024-02-22,EMI Payment,20350.93,Completed,iOS,881,0
TXN010783,CUST01726,FEAT001,20231105,2023-11-05,Crypto Sell,143432.54,Completed,Android,210,1
TXN010784,CUST04709,FEAT008,20230909,2023-09-09,Claim Filed,15213.41,Failed,Android,370,1
TXN010785,CUST04293,FEAT002,20220601,2022-06-01,Savings Deposit,22559.56,Completed,Android,179,1
TXN010786,CUST03499,FEAT002,20240301,2024-03-01,Goal Created,7993.0,Completed,Web,681,1
TXN010787,CUST03755,FEAT003,20240105,2024-01-05,Budget Set,0.0,Completed,iOS,217,0
TXN010788,CUST03797,FEAT002,20240110,2024-01-10,Goal Created,16053.39,Failed,Android,784,0
TXN010789,CUST04772,FEAT002,20230929,2023-09-29,Savings Deposit,34050.1,Completed,Web,471,1
TXN010790,CUST02937,FEAT002,20230602,2023-06-02,Savings Deposit,34649.22,Reversed,Android,463,1
TXN010791,CUST01699,FEAT007,20221121,2022-11-21,Loan Disbursed,581504.74,Completed,Android,879,1
TXN010792,CUST04794,FEAT003,20230118,2023-01-18,Expense Logged,0.0,Completed,iOS,106,0
TXN010793,CUST02843,FEAT001,20220323,2022-03-23,Crypto Buy,9175.51,Pending,Android,98,1
TXN010794,CUST00304,FEAT002,20220531,2022-05-31,Goal Created,7074.72,Completed,Android,293,1
TXN010795,CUST04546,FEAT001,20230328,2023-03-28,Crypto Transfer,159159.12,Completed,iOS,275,1
TXN010796,CUST00198,FEAT005,20230509,2023-05-09,Auto-Pay,7263.61,Completed,Android,248,0
TXN010797,CUST03907,FEAT004,20231116,2023-11-16,Transfer Reversal,77880.85,Failed,Android,591,1
TXN010798,CUST00931,FEAT002,20220202,2022-02-02,Savings Withdrawal,12093.34,Completed,iOS,519,1
TXN010799,CUST00746,FEAT007,20230408,2023-04-08,Loan Disbursed,227699.4,Completed,iOS,441,1
TXN010800,CUST02658,FEAT003,20230703,2023-07-03,Expense Logged,0.0,Completed,Android,881,1
TXN010801,CUST00273,FEAT003,20230615,2023-06-15,Alert Triggered,0.0,Completed,Web,595,1
TXN010802,CUST01501,FEAT006,20220529,2022-05-29,FD Created,110429.15,Completed,iOS,446,1
TXN010803,CUST04034,FEAT008,20220221,2022-02-21,Policy Purchased,29909.74,Completed,Android,396,0
TXN010804,CUST03591,FEAT001,20230331,2023-03-31,Crypto Buy,157930.28,Completed,Android,342,1
TXN010805,CUST04084,FEAT001,20221123,2022-11-23,Crypto Transfer,175936.39,Completed,Android,833,0
TXN010806,CUST00737,FEAT001,20230212,2023-02-12,Crypto Transfer,25384.61,Completed,iOS,534,1
TXN010807,CUST01330,FEAT006,20220722,2022-07-22,FD Renewed,449531.89,Reversed,Android,111,0
TXN010808,CUST04168,FEAT003,20220816,2022-08-16,Budget Set,0.0,Completed,iOS,352,0
TXN010809,CUST01523,FEAT005,20230623,2023-06-23,Auto-Pay,1010.22,Completed,iOS,510,1
TXN010810,CUST03394,FEAT001,20230827,2023-08-27,Crypto Buy,166157.64,Completed,Web,479,1
TXN010811,CUST02140,FEAT001,20230908,2023-09-08,Crypto Buy,90017.61,Completed,Web,425,1
TXN010812,CUST03020,FEAT006,20220629,2022-06-29,FD Renewed,429836.57,Completed,Android,644,1
TXN010813,CUST03566,FEAT002,20220418,2022-04-18,Goal Created,7781.48,Completed,iOS,799,1
TXN010814,CUST01382,FEAT002,20220531,2022-05-31,Savings Deposit,35813.47,Completed,Android,759,1
TXN010815,CUST04931,FEAT001,20220523,2022-05-23,Crypto Buy,184822.68,Completed,Android,132,0
TXN010816,CUST03090,FEAT002,20220331,2022-03-31,Savings Deposit,15504.33,Completed,iOS,157,0
TXN010817,CUST03870,FEAT003,20230214,2023-02-14,Alert Triggered,0.0,Completed,Android,294,1
TXN010818,CUST02582,FEAT006,20231113,2023-11-13,FD Renewed,87018.68,Completed,Android,708,0
TXN010819,CUST01655,FEAT001,20220115,2022-01-15,Crypto Sell,122382.77,Completed,Android,410,1
TXN010820,CUST00327,FEAT003,20220206,2022-02-06,Expense Logged,0.0,Completed,iOS,817,1
TXN010821,CUST00288,FEAT002,20220420,2022-04-20,Savings Withdrawal,4348.78,Completed,iOS,389,1
TXN010822,CUST04296,FEAT002,20220409,2022-04-09,Goal Created,40027.35,Completed,iOS,776,1
TXN010823,CUST03699,FEAT003,20240426,2024-04-26,Alert Triggered,0.0,Completed,iOS,162,1
TXN010824,CUST01049,FEAT003,20230825,2023-08-25,Expense Logged,0.0,Completed,Android,757,1
TXN010825,CUST01002,FEAT003,20221009,2022-10-09,Budget Set,0.0,Completed,iOS,463,0
TXN010826,CUST00702,FEAT006,20240312,2024-03-12,FD Broken,80739.12,Completed,iOS,238,0
TXN010827,CUST00678,FEAT002,20221005,2022-10-05,Savings Withdrawal,35417.47,Completed,Android,121,0
TXN010828,CUST01932,FEAT006,20220123,2022-01-23,FD Broken,468580.67,Completed,iOS,624,1
TXN010829,CUST03914,FEAT001,20230331,2023-03-31,Crypto Buy,45580.47,Completed,Android,195,1
TXN010830,CUST03159,FEAT002,20221223,2022-12-23,Savings Withdrawal,1314.45,Completed,Android,741,1
TXN010831,CUST02695,FEAT003,20221029,2022-10-29,Budget Set,0.0,Completed,Web,457,0
TXN010832,CUST01879,FEAT003,20220421,2022-04-21,Budget Set,0.0,Completed,iOS,842,1
TXN010833,CUST01252,FEAT002,20221202,2022-12-02,Savings Withdrawal,17311.01,Completed,Android,857,1
TXN010834,CUST00792,FEAT002,20220506,2022-05-06,Savings Withdrawal,45206.65,Completed,iOS,204,0
TXN010835,CUST03396,FEAT005,20220808,2022-08-08,Auto-Pay,2932.46,Completed,Android,206,0
TXN010836,CUST03627,FEAT002,20220522,2022-05-22,Savings Withdrawal,818.0,Completed,iOS,686,1
TXN010837,CUST02878,FEAT002,20240425,2024-04-25,Goal Created,6104.57,Completed,iOS,668,0
TXN010838,CUST02428,FEAT001,20230818,2023-08-18,Crypto Buy,164435.85,Completed,iOS,547,1
TXN010839,CUST03352,FEAT004,20220719,2022-07-19,Transfer Receipt,42521.77,Completed,Web,84,1
TXN010840,CUST01304,FEAT002,20230317,2023-03-17,Goal Created,4801.38,Completed,Android,438,1
TXN010841,CUST03904,FEAT001,20240623,2024-06-23,Crypto Transfer,131285.2,Completed,Android,179,1
TXN010842,CUST02654,FEAT008,20220705,2022-07-05,Policy Purchased,33325.28,Completed,iOS,144,1
TXN010843,CUST04538,FEAT002,20230331,2023-03-31,Goal Created,41746.23,Completed,iOS,62,0
TXN010844,CUST02345,FEAT002,20230116,2023-01-16,Savings Deposit,2940.46,Completed,iOS,837,1
TXN010845,CUST04076,FEAT002,20231221,2023-12-21,Savings Withdrawal,44601.94,Completed,Android,822,1
TXN010846,CUST00445,FEAT002,20220822,2022-08-22,Savings Withdrawal,38893.84,Completed,Android,417,1
TXN010847,CUST01793,FEAT002,20220718,2022-07-18,Savings Withdrawal,37327.06,Completed,Android,874,1
TXN010848,CUST02879,FEAT002,20231222,2023-12-22,Goal Created,47291.81,Completed,Android,705,0
TXN010849,CUST02448,FEAT004,20231222,2023-12-22,Instant Transfer,59719.29,Completed,Web,256,1
TXN010850,CUST00550,FEAT001,20240619,2024-06-19,Crypto Sell,87295.02,Completed,Android,405,1
TXN010851,CUST00208,FEAT001,20240309,2024-03-09,Crypto Buy,46235.27,Completed,Web,706,1
TXN010852,CUST00146,FEAT001,20221121,2022-11-21,Crypto Buy,31339.61,Completed,iOS,39,1
TXN010853,CUST00358,FEAT003,20230709,2023-07-09,Expense Logged,0.0,Completed,Web,504,0
TXN010854,CUST03312,FEAT001,20231214,2023-12-14,Crypto Sell,62084.75,Completed,Android,666,1
TXN010855,CUST02264,FEAT002,20240116,2024-01-16,Goal Created,36839.76,Failed,iOS,559,0
TXN010856,CUST04340,FEAT002,20220709,2022-07-09,Savings Withdrawal,15740.17,Completed,Android,153,1
TXN010857,CUST04672,FEAT003,20220420,2022-04-20,Alert Triggered,0.0,Completed,iOS,109,1
TXN010858,CUST00125,FEAT003,20230218,2023-02-18,Alert Triggered,0.0,Completed,iOS,701,1
TXN010859,CUST04681,FEAT001,20240108,2024-01-08,Crypto Buy,25436.11,Completed,Android,725,0
TXN010860,CUST02701,FEAT007,20230810,2023-08-10,Loan Applied,825889.1,Completed,Web,873,1
TXN010861,CUST03854,FEAT001,20230606,2023-06-06,Crypto Transfer,158260.73,Completed,Web,57,0
TXN010862,CUST00890,FEAT001,20230220,2023-02-20,Crypto Transfer,35385.38,Pending,Android,561,0
TXN010863,CUST02686,FEAT005,20240131,2024-01-31,Bill Scheduled,11673.18,Completed,Android,340,1
TXN010864,CUST04394,FEAT001,20240113,2024-01-13,Crypto Transfer,43110.43,Pending,iOS,503,0
TXN010865,CUST02890,FEAT002,20231206,2023-12-06,Goal Created,41644.58,Completed,Android,833,0
TXN010866,CUST02543,FEAT003,20231108,2023-11-08,Alert Triggered,0.0,Completed,Android,827,1
TXN010867,CUST02800,FEAT001,20230731,2023-07-31,Crypto Transfer,193077.1,Completed,iOS,253,1
TXN010868,CUST00981,FEAT001,20220902,2022-09-02,Crypto Buy,110652.74,Completed,Android,295,1
TXN010869,CUST01493,FEAT002,20230117,2023-01-17,Goal Created,45907.97,Completed,Android,364,0
TXN010870,CUST04403,FEAT001,20230516,2023-05-16,Crypto Transfer,7700.29,Completed,Android,484,0
TXN010871,CUST04268,FEAT007,20230329,2023-03-29,Loan Applied,139688.52,Completed,Android,249,0
TXN010872,CUST02668,FEAT001,20230603,2023-06-03,Crypto Sell,113662.47,Completed,Android,730,1
TXN010873,CUST00376,FEAT002,20230927,2023-09-27,Goal Created,8168.29,Pending,Android,446,1
TXN010874,CUST02832,FEAT001,20220322,2022-03-22,Crypto Transfer,15459.34,Reversed,Android,171,1
TXN010875,CUST00205,FEAT005,20221114,2022-11-14,Bill Payment,9331.19,Completed,Web,381,0
TXN010876,CUST03802,FEAT001,20231019,2023-10-19,Crypto Buy,160931.88,Completed,Web,224,1
TXN010877,CUST01911,FEAT001,20240617,2024-06-17,Crypto Transfer,177186.71,Completed,iOS,47,1
TXN010878,CUST00434,FEAT003,20221002,2022-10-02,Expense Logged,0.0,Completed,Android,769,1
TXN010879,CUST02100,FEAT008,20221211,2022-12-11,Claim Filed,22194.39,Completed,Web,595,1
TXN010880,CUST04055,FEAT006,20221228,2022-12-28,FD Renewed,149987.19,Completed,Android,41,0
TXN010881,CUST01776,FEAT001,20231105,2023-11-05,Crypto Buy,5042.09,Completed,Android,504,1
TXN010882,CUST01437,FEAT002,20230325,2023-03-25,Savings Withdrawal,20704.48,Completed,Android,252,1
TXN010883,CUST04746,FEAT001,20230406,2023-04-06,Crypto Transfer,187867.09,Pending,iOS,626,1
TXN010884,CUST04401,FEAT001,20221110,2022-11-10,Crypto Transfer,49226.61,Completed,Android,688,1
TXN010885,CUST00508,FEAT001,20230302,2023-03-02,Crypto Transfer,199866.47,Completed,iOS,324,1
TXN010886,CUST03685,FEAT003,20230902,2023-09-02,Budget Set,0.0,Completed,Android,573,1
TXN010887,CUST02392,FEAT001,20240523,2024-05-23,Crypto Sell,2731.8,Completed,Android,578,0
TXN010888,CUST03942,FEAT002,20230419,2023-04-19,Savings Withdrawal,10478.82,Failed,Web,713,0
