metric_id,customer_id,date_id,month,features_adopted,features_active,monthly_revenue_inr,clv_inr,nps_score,support_tickets,login_frequency,churn_risk_score,cross_sell_flag
MET012312,CUST00338,20220201,2022-02-01,4,3,947.36,17624.06,6,3,29,0.2686,0
MET012313,CUST00877,20221201,2022-12-01,1,1,3554.55,36937.29,6,0,3,0.318,0
MET012314,CUST03391,20240401,2024-04-01,6,3,380.76,6304.21,5,3,10,0.8868,1
MET012315,CUST00561,20220501,2022-05-01,4,2,318.61,2283.32,6,5,7,0.5968,0
MET012316,CUST00495,20230101,2023-01-01,5,2,266.98,2513.32,1,2,16,0.5598,0
MET012317,CUST03392,20220501,2022-05-01,3,3,285.04,5312.79,3,1,22,0.2693,0
MET012318,CUST02109,20220501,2022-05-01,1,2,1952.74,44101.92,8,3,26,0.4768,0
MET012319,CUST03695,20240401,2024-04-01,1,5,792.33,16596.47,1,2,2,0.3638,0
MET012320,CUST02767,20231201,2023-12-01,2,4,378.57,4089.27,7,5,19,0.2632,1
MET012321,CUST02824,20240101,2024-01-01,1,2,880.13,15792.36,8,2,4,0.5314,0
MET012322,CUST04502,20220801,2022-08-01,2,2,910.16,18668.44,10,3,11,0.1409,1
MET012323,CUST04191,20240201,2024-02-01,5,5,1551.78,42467.77,1,1,30,0.2888,1
MET012324,CUST00285,20220901,2022-09-01,5,5,245.76,3830.38,7,2,24,0.8515,1
MET012325,CUST03057,20220401,2022-04-01,5,4,117.35,5256.62,7,5,8,0.2635,1
MET012326,CUST01900,20230201,2023-02-01,6,1,365.47,1988.01,8,3,17,0.25,0
MET012327,CUST02190,20220401,2022-04-01,2,3,999.71,14417.84,8,4,26,0.4094,0
MET012328,CUST04663,20220101,2022-01-01,4,4,339.24,1681.94,10,3,30,0.0681,0
MET012329,CUST00441,20240201,2024-02-01,1,4,349.65,6615.51,2,0,17,0.3559,0
MET012330,CUST04822,20230901,2023-09-01,6,5,845.41,20562.85,2,2,5,0.691,1
MET012331,CUST03928,20231101,2023-11-01,3,5,410.04,5607.64,8,5,8,0.029,0
MET012332,CUST02534,20221001,2022-10-01,5,3,670.16,4971.85,2,4,2,0.0221,1
MET012333,CUST00086,20220801,2022-08-01,5,1,778.15,13391.87,6,1,1,0.3381,1
MET012334,CUST00205,20240201,2024-02-01,2,2,2156.97,45003.99,9,5,14,0.373,1
MET012335,CUST01096,20230601,2023-06-01,5,4,1018.05,8368.06,9,0,1,0.7364,1
MET012336,CUST03677,20231201,2023-12-01,4,1,395.19,2278.59,1,2,5,0.665,0
MET012337,CUST00324,20230101,2023-01-01,1,4,3324.67,25010.97,10,2,11,0.3395,1
MET012338,CUST00879,20240301,2024-03-01,5,3,326.45,5412.8,2,0,17,0.129,1
MET012339,CUST04357,20221001,2022-10-01,3,1,792.48,20732.25,8,3,3,0.1454,0
MET012340,CUST02168,20221201,2022-12-01,1,4,240.38,2141.24,9,2,9,0.4847,0
MET012341,CUST03964,20230201,2023-02-01,3,1,218.25,2497.66,3,1,25,0.883,0
MET012342,CUST02543,20230601,2023-06-01,1,5,698.44,9478.38,5,1,30,0.2584,1
MET012343,CUST03473,20240201,2024-02-01,5,4,240.94,3570.0,3,2,14,0.3988,1
MET012344,CUST03138,20221101,2022-11-01,2,3,1925.16,29709.86,4,0,2,0.1815,0
MET012345,CUST00120,20230101,2023-01-01,1,0,174.5,4346.89,4,0,19,0.1294,0
MET012346,CUST00889,20230101,2023-01-01,1,5,1492.45,8941.97,7,5,11,0.3466,0
MET012347,CUST00150,20220801,2022-08-01,4,4,422.99,3858.05,3,0,29,0.4817,1
MET012348,CUST03446,20240301,2024-03-01,6,0,900.06,12193.01,4,3,22,0.5516,0
MET012349,CUST01358,20220701,2022-07-01,4,5,222.64,5674.27,5,2,6,0.869,1
MET012350,CUST01293,20231001,2023-10-01,3,1,2393.37,28680.42,7,1,15,0.22,0
MET012351,CUST02666,20220401,2022-04-01,3,2,478.48,3215.55,7,3,28,0.5908,0
MET012352,CUST01731,20240301,2024-03-01,2,0,180.09,3341.63,5,5,20,0.335,1
MET012353,CUST04899,20220901,2022-09-01,2,0,1042.14,9739.87,10,4,27,0.0467,1
MET012354,CUST02116,20231001,2023-10-01,4,3,2006.7,52479.25,5,4,18,0.9008,0
MET012355,CUST02852,20221201,2022-12-01,4,3,587.82,11782.74,6,1,12,0.668,0
MET012356,CUST02089,20230401,2023-04-01,1,5,469.65,6309.57,3,2,13,0.7817,1
MET012357,CUST00476,20230601,2023-06-01,5,4,152.66,6551.31,4,3,3,0.988,0
MET012358,CUST03810,20240301,2024-03-01,1,3,177.01,3987.33,6,3,20,0.7677,0
MET012359,CUST03782,20230101,2023-01-01,4,3,805.44,31698.83,6,1,29,0.4401,1
MET012360,CUST04193,20221101,2022-11-01,1,1,1232.95,13568.83,6,2,19,0.2288,0
MET012361,CUST01913,20230101,2023-01-01,5,1,184.4,4830.31,6,4,20,0.2617,0
MET012362,CUST04942,20240101,2024-01-01,6,4,264.35,5159.88,1,1,19,0.1738,0
MET012363,CUST03238,20230201,2023-02-01,2,4,404.78,20412.63,2,3,17,0.6563,0
MET012364,CUST00602,20240601,2024-06-01,3,4,173.22,3711.09,4,2,13,0.6977,0
MET012365,CUST04064,20240101,2024-01-01,1,0,471.4,3811.64,8,4,7,0.4961,1
MET012366,CUST00690,20220501,2022-05-01,5,4,1402.62,20668.42,5,2,27,0.6186,1
MET012367,CUST01608,20231201,2023-12-01,1,4,1389.84,13860.8,5,5,5,0.6538,0
MET012368,CUST00730,20230601,2023-06-01,5,4,2209.63,33639.09,9,1,2,0.1171,1
MET012369,CUST01612,20230901,2023-09-01,2,4,744.9,15789.22,9,0,26,0.2981,0
MET012370,CUST01991,20220901,2022-09-01,1,4,1984.99,24340.0,5,1,16,0.3158,0
MET012371,CUST01636,20240501,2024-05-01,4,1,395.55,6570.07,5,4,18,0.579,1
MET012372,CUST02550,20240201,2024-02-01,2,2,859.46,17066.83,9,3,21,0.0719,0
MET012373,CUST01458,20220401,2022-04-01,5,3,172.58,4124.56,8,5,27,0.928,0
MET012374,CUST02631,20230501,2023-05-01,5,0,400.73,7195.11,5,5,9,0.5222,0
MET012375,CUST04201,20220801,2022-08-01,6,1,3383.54,24906.26,3,1,2,0.9061,0
MET012376,CUST01454,20220401,2022-04-01,2,3,168.52,6323.53,5,3,11,0.5212,1
MET012377,CUST00467,20220701,2022-07-01,1,2,323.44,21239.71,7,2,6,0.5299,1
MET012378,CUST04129,20231001,2023-10-01,4,5,1037.34,10057.39,1,4,28,0.2587,1
MET012379,CUST01042,20220401,2022-04-01,2,5,258.23,2889.04,8,1,17,0.5487,0
MET012380,CUST01005,20230601,2023-06-01,2,3,319.93,5616.39,2,2,16,0.07,0
MET012381,CUST02328,20230901,2023-09-01,1,0,1034.27,10138.09,9,1,8,0.3964,1
MET012382,CUST00901,20230801,2023-08-01,3,0,1254.98,6358.88,10,0,1,0.1637,0
MET012383,CUST03194,20230101,2023-01-01,6,0,193.13,3224.12,9,3,19,0.4899,0
MET012384,CUST01135,20231201,2023-12-01,4,3,488.69,6600.32,6,4,20,0.4689,0
MET012385,CUST01602,20220601,2022-06-01,3,4,634.16,6006.81,8,0,2,0.6747,0
MET012386,CUST03453,20220501,2022-05-01,3,5,954.42,13484.16,5,3,1,0.7687,1
MET012387,CUST00063,20240201,2024-02-01,4,2,1291.0,12780.98,8,0,5,0.6146,0
MET012388,CUST04030,20231201,2023-12-01,5,3,267.24,5352.23,5,0,16,0.2395,0
MET012389,CUST02602,20240601,2024-06-01,6,2,365.29,3029.33,6,1,2,0.1219,0
MET012390,CUST01378,20220401,2022-04-01,4,3,430.65,11778.63,10,4,21,0.8038,0
MET012391,CUST03403,20231201,2023-12-01,2,2,515.82,14898.18,8,4,17,0.7276,0
MET012392,CUST00067,20240501,2024-05-01,2,0,351.76,6127.1,6,3,2,0.6492,1
MET012393,CUST00077,20220601,2022-06-01,1,2,1265.4,14202.61,10,5,25,0.0503,1
MET012394,CUST02008,20230101,2023-01-01,3,1,367.82,4711.16,5,1,13,0.814,0
MET012395,CUST04949,20220601,2022-06-01,1,2,413.84,12489.09,6,3,7,0.8908,0
MET012396,CUST04787,20230401,2023-04-01,3,4,187.51,7198.94,7,5,7,0.6034,0
MET012397,CUST01442,20220801,2022-08-01,6,2,166.39,4559.21,6,0,22,0.3287,0
MET012398,CUST02507,20240601,2024-06-01,5,1,469.68,2311.73,2,0,4,0.8536,0
MET012399,CUST03474,20240101,2024-01-01,3,3,488.67,7198.94,9,5,10,0.2742,0
MET012400,CUST01008,20230401,2023-04-01,1,5,248.31,5772.16,3,5,8,0.8234,0
MET012401,CUST03567,20220901,2022-09-01,1,3,2047.69,34631.76,2,1,17,0.2745,0
MET012402,CUST02191,20220601,2022-06-01,3,4,1393.39,7537.59,5,0,22,0.161,1
MET012403,CUST04230,20230801,2023-08-01,5,0,741.8,9105.25,1,0,20,0.1044,1
MET012404,CUST04631,20221201,2022-12-01,1,5,237.78,2097.41,5,5,1,0.0744,1
MET012405,CUST02241,20220101,2022-01-01,6,0,1303.92,8748.12,3,4,3,0.3481,0
MET012406,CUST01689,20231101,2023-11-01,2,1,551.68,13490.27,5,3,30,0.8212,1
MET012407,CUST01118,20230101,2023-01-01,1,2,1332.59,22725.8,5,3,10,0.0878,0
MET012408,CUST04856,20220701,2022-07-01,1,2,451.54,2144.94,10,5,15,0.4259,0
MET012409,CUST03550,20230701,2023-07-01,3,3,331.77,3041.99,8,0,21,0.6605,1
MET012410,CUST04563,20220501,2022-05-01,4,5,1299.73,9140.53,4,0,7,0.4963,1
MET012411,CUST04483,20230301,2023-03-01,6,0,1471.33,8180.6,9,2,22,0.376,1
MET012412,CUST02492,20231001,2023-10-01,6,1,139.79,4545.47,2,2,7,0.9712,0
MET012413,CUST01776,20231101,2023-11-01,6,0,242.58,5043.46,3,5,4,0.3458,0
MET012414,CUST03860,20220401,2022-04-01,2,0,1412.71,6079.59,8,1,3,0.0029,0
MET012415,CUST03728,20220101,2022-01-01,4,0,314.07,5270.03,6,2,0,0.6324,0
MET012416,CUST01821,20220601,2022-06-01,5,3,481.17,3768.6,5,5,2,0.8013,0
MET012417,CUST00147,20231201,2023-12-01,3,0,908.07,21166.46,10,3,15,0.062,1
MET012418,CUST00252,20240101,2024-01-01,6,5,823.81,29779.02,9,1,13,0.8934,1
MET012419,CUST03659,20230101,2023-01-01,2,5,343.22,6702.63,7,2,28,0.7495,0
MET012420,CUST03709,20220201,2022-02-01,5,5,498.35,4944.98,2,0,16,0.9614,0
MET012421,CUST02465,20220301,2022-03-01,3,0,401.67,5944.61,1,2,27,0.0939,0
MET012422,CUST02301,20230601,2023-06-01,1,2,262.4,6619.74,2,3,30,0.6455,1
MET012423,CUST02417,20240201,2024-02-01,4,0,114.42,4191.71,9,1,8,0.3237,0
MET012424,CUST04327,20240301,2024-03-01,2,1,1478.86,16020.52,3,1,27,0.1624,0
MET012425,CUST00538,20220701,2022-07-01,5,5,3490.27,19293.33,3,1,9,0.8954,0
MET012426,CUST03190,20240401,2024-04-01,2,2,241.74,5788.17,1,5,13,0.0062,0
MET012427,CUST00065,20230401,2023-04-01,2,2,1368.2,10712.94,7,1,12,0.9591,0
MET012428,CUST02732,20230501,2023-05-01,2,5,392.43,1938.27,9,3,14,0.5115,1
MET012429,CUST02722,20240101,2024-01-01,6,4,1522.39,28778.58,9,4,21,0.3811,1
MET012430,CUST01548,20230101,2023-01-01,5,2,1448.18,11263.88,5,5,30,0.9628,1
MET012431,CUST01209,20220101,2022-01-01,1,0,283.3,2807.01,2,2,4,0.9266,1
MET012432,CUST01946,20231001,2023-10-01,2,2,1370.39,15298.5,9,3,15,0.4015,0
MET012433,CUST00858,20230701,2023-07-01,5,0,248.12,4213.09,4,5,29,0.4122,1
MET012434,CUST04751,20220401,2022-04-01,1,0,234.49,4454.03,1,3,27,0.5488,0
MET012435,CUST02253,20220201,2022-02-01,5,1,308.3,2540.04,6,1,29,0.8031,1
MET012436,CUST04229,20230201,2023-02-01,2,4,121.85,3829.95,4,3,14,0.6738,1
MET012437,CUST04266,20230101,2023-01-01,4,3,206.59,5674.2,8,4,5,0.621,1
MET012438,CUST01756,20231001,2023-10-01,5,2,397.25,2357.84,2,5,27,0.6673,0
MET012439,CUST01451,20220701,2022-07-01,2,4,1439.8,12744.76,4,2,8,0.2963,0
MET012440,CUST01127,20231201,2023-12-01,4,1,1098.77,6626.47,2,5,11,0.0955,0
MET012441,CUST04274,20230301,2023-03-01,1,4,485.21,1762.75,6,4,8,0.3911,0
MET012442,CUST04504,20221001,2022-10-01,3,0,2749.74,19079.17,8,1,17,0.4724,1
MET012443,CUST03914,20230401,2023-04-01,1,1,460.51,4076.66,6,1,13,0.9655,1
MET012444,CUST00251,20230201,2023-02-01,2,4,288.32,5905.77,7,2,24,0.1853,1
MET012445,CUST01656,20220901,2022-09-01,1,0,319.17,1666.06,9,0,26,0.3891,0
MET012446,CUST03731,20220301,2022-03-01,4,1,462.6,3977.06,6,5,12,0.5748,1
MET012447,CUST00088,20240201,2024-02-01,5,3,276.78,7090.79,1,5,14,0.9559,0
MET012448,CUST04201,20240601,2024-06-01,1,2,2599.62,12685.12,3,1,5,0.4573,0
MET012449,CUST00761,20221101,2022-11-01,2,2,665.56,17542.68,3,3,29,0.627,0
MET012450,CUST01494,20221001,2022-10-01,2,2,294.92,5324.1,7,5,6,0.6935,1
MET012451,CUST02077,20240401,2024-04-01,3,4,300.43,20214.84,6,4,21,0.3544,0
MET012452,CUST01423,20230701,2023-07-01,1,5,122.92,3624.88,10,1,23,0.3988,0
MET012453,CUST01408,20230701,2023-07-01,6,5,432.76,6526.22,7,2,7,0.2156,1
MET012454,CUST02259,20231201,2023-12-01,4,0,506.57,11411.45,1,1,30,0.1632,0
MET012455,CUST04994,20230301,2023-03-01,6,0,1278.15,14398.85,2,1,16,0.616,0
MET012456,CUST00600,20240301,2024-03-01,1,2,1470.52,12327.75,2,5,20,0.1059,1
MET012457,CUST02034,20240401,2024-04-01,1,1,774.69,14442.81,5,0,1,0.7403,0
MET012458,CUST01705,20230301,2023-03-01,2,3,200.86,3864.32,10,0,3,0.8024,0
MET012459,CUST01857,20221201,2022-12-01,1,2,780.02,17846.2,7,1,10,0.3118,0
MET012460,CUST02572,20240101,2024-01-01,2,4,1050.62,14635.85,3,4,13,0.5528,0
MET012461,CUST03998,20220301,2022-03-01,6,0,1076.45,51170.78,5,2,29,0.0757,1
MET012462,CUST03176,20220301,2022-03-01,5,0,338.59,2836.95,3,0,11,0.4533,1
MET012463,CUST01345,20240201,2024-02-01,6,5,164.24,5038.51,3,2,29,0.4328,0
MET012464,CUST02518,20230701,2023-07-01,5,0,172.84,1687.54,6,0,26,0.4961,0
MET012465,CUST00925,20221101,2022-11-01,2,3,398.5,1674.14,5,3,9,0.9214,0
MET012466,CUST02156,20230701,2023-07-01,1,2,547.32,19533.84,1,2,27,0.4264,0
MET012467,CUST01797,20230701,2023-07-01,6,2,1214.73,24020.44,4,5,9,0.9427,1
MET012468,CUST00524,20230501,2023-05-01,2,4,172.42,6984.29,5,3,11,0.0638,0
MET012469,CUST01133,20230201,2023-02-01,1,2,1432.21,7764.43,3,3,28,0.5553,1
MET012470,CUST03614,20230501,2023-05-01,2,2,116.09,3088.23,5,1,1,0.8478,0
MET012471,CUST02615,20220801,2022-08-01,4,3,127.26,1922.04,4,2,4,0.729,0
MET012472,CUST03585,20220301,2022-03-01,4,1,489.16,4673.24,4,2,0,0.4243,1
MET012473,CUST00828,20240101,2024-01-01,6,4,467.21,5092.84,1,5,26,0.3491,0
MET012474,CUST03569,20220201,2022-02-01,2,1,171.12,2755.76,2,1,10,0.1171,0
MET012475,CUST02001,20230301,2023-03-01,1,0,335.33,4196.65,5,1,7,0.9441,1
MET012476,CUST00776,20220701,2022-07-01,1,0,208.01,3392.18,4,3,5,0.1883,1
MET012477,CUST01011,20230501,2023-05-01,6,1,357.77,11649.58,4,2,26,0.1978,1
MET012478,CUST03447,20231001,2023-10-01,6,1,1161.78,18560.34,6,4,12,0.5124,1
MET012479,CUST02228,20230701,2023-07-01,1,2,135.02,5388.49,10,0,5,0.2588,0
MET012480,CUST01262,20230801,2023-08-01,6,5,2109.62,31180.91,9,4,12,0.6887,1
MET012481,CUST02716,20230501,2023-05-01,1,1,948.76,34734.72,2,3,18,0.3832,0
MET012482,CUST04788,20221001,2022-10-01,5,2,222.76,1705.11,7,4,18,0.7052,0
MET012483,CUST01254,20221001,2022-10-01,4,4,222.64,2010.27,4,1,1,0.679,0
MET012484,CUST02603,20220201,2022-02-01,1,2,400.92,5406.15,5,0,29,0.7945,0
MET012485,CUST03228,20220101,2022-01-01,6,5,286.91,5239.12,1,4,14,0.5243,0
MET012486,CUST02514,20231101,2023-11-01,3,4,424.27,2296.38,8,4,14,0.8767,0
MET012487,CUST00437,20220301,2022-03-01,3,0,244.5,2623.15,3,3,28,0.4439,0
MET012488,CUST03762,20220501,2022-05-01,3,5,827.37,15640.32,9,0,29,0.1221,1
MET012489,CUST03369,20230301,2023-03-01,1,2,1292.84,6530.79,8,3,21,0.8591,1
MET012490,CUST01972,20220101,2022-01-01,1,2,1142.99,20620.07,7,3,21,0.9714,0
MET012491,CUST00448,20220701,2022-07-01,2,0,610.73,16854.98,9,1,4,0.4138,1
MET012492,CUST04982,20220901,2022-09-01,3,3,1029.27,15486.63,5,3,24,0.0023,0
MET012493,CUST00412,20221201,2022-12-01,3,2,359.35,5739.36,3,5,14,0.9129,0
MET012494,CUST00163,20230701,2023-07-01,1,4,259.57,5292.3,2,1,23,0.536,0
MET012495,CUST04738,20220301,2022-03-01,5,5,218.25,5710.45,8,1,4,0.6936,1
MET012496,CUST04578,20230401,2023-04-01,6,5,789.66,19762.25,6,0,23,0.3845,0
MET012497,CUST01401,20220901,2022-09-01,6,4,876.57,21518.25,5,5,30,0.8715,0
MET012498,CUST00017,20230601,2023-06-01,1,2,109.94,4467.19,9,2,16,0.0441,0
MET012499,CUST00825,20220401,2022-04-01,2,1,400.73,3539.16,9,2,16,0.9877,1
MET012500,CUST02041,20220701,2022-07-01,5,5,847.39,16702.15,8,1,18,0.3936,1
MET012501,CUST02324,20230801,2023-08-01,3,3,595.2,20461.41,3,5,7,0.8489,1
MET012502,CUST00989,20230401,2023-04-01,6,2,1280.79,20638.16,3,3,0,0.5224,1
MET012503,CUST00684,20230401,2023-04-01,3,0,329.9,5784.51,4,3,13,0.4588,0
MET012504,CUST03708,20240301,2024-03-01,5,0,475.26,19989.74,10,0,28,0.9677,0
MET012505,CUST00213,20220601,2022-06-01,2,2,341.49,4291.01,4,0,2,0.2907,0
MET012506,CUST03804,20221001,2022-10-01,4,3,2013.05,31189.78,9,2,27,0.945,1
MET012507,CUST04531,20220201,2022-02-01,3,2,272.4,1769.87,8,1,10,0.9796,0
MET012508,CUST03798,20230401,2023-04-01,2,5,1379.78,7783.95,9,2,30,0.0771,0
MET012509,CUST03498,20230701,2023-07-01,5,3,1481.61,19452.39,10,1,29,0.0694,0
MET012510,CUST01975,20230101,2023-01-01,2,3,1300.48,10347.87,5,2,5,0.5614,1
MET012511,CUST00170,20240101,2024-01-01,4,0,1460.88,6880.54,7,0,30,0.8998,0
MET012512,CUST03265,20230601,2023-06-01,6,5,1384.08,8293.19,2,2,2,0.3623,0
MET012513,CUST04070,20220101,2022-01-01,1,4,392.33,5404.26,5,0,3,0.2178,0
MET012514,CUST02584,20220401,2022-04-01,1,2,472.25,4833.67,2,3,10,0.6887,1
MET012515,CUST03041,20230801,2023-08-01,5,4,2904.06,13048.82,2,3,8,0.9361,0
MET012516,CUST00182,20230801,2023-08-01,1,3,1181.63,12524.65,8,2,8,0.8522,0
MET012517,CUST01308,20240501,2024-05-01,4,4,284.05,3236.11,6,3,22,0.0087,1
MET012518,CUST04080,20230301,2023-03-01,1,4,158.07,4908.83,2,4,4,0.5539,0
MET012519,CUST03644,20240101,2024-01-01,6,1,363.83,2291.9,8,3,5,0.6263,0
MET012520,CUST02790,20240201,2024-02-01,2,3,842.33,13953.67,9,4,14,0.5879,0
MET012521,CUST01721,20230501,2023-05-01,6,0,1106.27,9819.79,9,4,27,0.4914,0
MET012522,CUST00790,20240101,2024-01-01,1,0,498.28,3406.93,8,4,17,0.0749,1
MET012523,CUST03816,20221001,2022-10-01,6,1,391.03,5551.15,10,1,4,0.6022,0
MET012524,CUST01463,20231101,2023-11-01,2,2,1552.13,20792.65,8,2,2,0.4834,0
MET012525,CUST04131,20221101,2022-11-01,5,1,381.23,1626.79,4,0,25,0.4008,0
MET012526,CUST01332,20231201,2023-12-01,3,0,922.67,10939.55,10,5,10,0.0835,1
MET012527,CUST02589,20221101,2022-11-01,1,4,1418.71,19328.03,7,1,11,0.2541,1
MET012528,CUST02667,20240601,2024-06-01,1,0,1202.93,10461.15,3,0,13,0.5698,0
MET012529,CUST00414,20230901,2023-09-01,6,2,183.39,5272.44,10,1,11,0.4017,0
MET012530,CUST01669,20220901,2022-09-01,1,2,305.75,2157.1,2,3,20,0.3507,0
MET012531,CUST02734,20221001,2022-10-01,1,1,1245.22,5540.9,1,2,19,0.3897,0
MET012532,CUST04275,20230801,2023-08-01,3,5,316.12,10298.3,2,4,26,0.7456,0
MET012533,CUST04664,20240201,2024-02-01,2,4,398.06,2038.96,5,4,5,0.1274,1
MET012534,CUST00280,20240501,2024-05-01,4,2,372.81,6875.05,7,3,9,0.3543,0
MET012535,CUST04347,20240101,2024-01-01,1,3,1415.04,10047.08,9,1,0,0.2282,1
MET012536,CUST01296,20230201,2023-02-01,2,1,3086.34,20704.95,4,1,25,0.6016,0
MET012537,CUST01044,20231201,2023-12-01,6,1,210.25,2924.7,3,2,21,0.8382,0
MET012538,CUST04451,20220101,2022-01-01,6,0,493.74,5232.03,6,1,0,0.8444,0
MET012539,CUST00917,20230901,2023-09-01,1,5,3679.47,21179.47,2,4,17,0.1452,1
MET012540,CUST00082,20231201,2023-12-01,5,1,202.33,4378.72,6,5,10,0.8982,0
MET012541,CUST00710,20221101,2022-11-01,1,5,1160.59,52629.03,7,4,23,0.5747,0
MET012542,CUST01774,20221101,2022-11-01,1,2,338.72,1650.64,4,2,7,0.962,0
MET012543,CUST04529,20220901,2022-09-01,6,2,2800.96,20190.05,8,0,7,0.6082,0
MET012544,CUST02244,20230601,2023-06-01,4,2,1194.53,13688.14,5,3,6,0.1625,0
MET012545,CUST04068,20220301,2022-03-01,2,5,883.0,12518.38,10,1,10,0.7992,1
MET012546,CUST03552,20240101,2024-01-01,5,4,326.47,4648.37,10,5,6,0.7171,1
MET012547,CUST01555,20220601,2022-06-01,3,5,957.6,10167.11,10,2,6,0.3348,1
MET012548,CUST02207,20220201,2022-02-01,3,1,267.97,5717.47,9,1,30,0.5701,1
MET012549,CUST02302,20221201,2022-12-01,2,1,276.55,2466.48,6,4,16,0.5217,0
MET012550,CUST00039,20230101,2023-01-01,3,5,811.51,20225.99,9,2,10,0.9103,1
MET012551,CUST00714,20240101,2024-01-01,6,0,1259.33,13702.68,3,3,27,0.2002,1
MET012552,CUST00146,20240501,2024-05-01,4,0,3695.16,43018.38,1,1,26,0.8802,0
MET012553,CUST04639,20230301,2023-03-01,4,2,457.15,3500.84,10,0,21,0.1301,1
MET012554,CUST03101,20230701,2023-07-01,5,4,480.54,20047.13,9,3,25,0.3641,0
MET012555,CUST01531,20231101,2023-11-01,4,5,1131.5,10732.38,1,5,3,0.031,0
MET012556,CUST04246,20221101,2022-11-01,2,1,1763.73,53650.68,4,1,13,0.5812,0
MET012557,CUST00854,20230101,2023-01-01,6,3,3482.53,47961.62,4,3,8,0.2192,0
MET012558,CUST00702,20240301,2024-03-01,4,3,378.99,7131.93,2,2,25,0.1189,0
MET012559,CUST04279,20220701,2022-07-01,6,0,164.53,4784.66,3,3,16,0.4567,1
MET012560,CUST03862,20230401,2023-04-01,2,1,1270.56,8511.56,3,3,26,0.0987,1
MET012561,CUST02195,20221001,2022-10-01,2,5,541.09,16959.86,10,5,29,0.2467,0
MET012562,CUST02944,20220801,2022-08-01,6,4,458.72,2458.47,10,5,18,0.1618,1
MET012563,CUST01487,20221201,2022-12-01,1,0,1183.4,46150.59,5,2,8,0.8177,1
MET012564,CUST01582,20220501,2022-05-01,3,1,1179.44,29304.75,5,3,2,0.7049,1
MET012565,CUST02176,20230601,2023-06-01,6,1,111.01,3717.24,6,2,6,0.1241,0
MET012566,CUST03731,20230401,2023-04-01,1,1,424.25,5837.33,3,0,28,0.9308,1
MET012567,CUST00137,20230701,2023-07-01,2,4,446.71,12744.26,8,3,1,0.1346,1
MET012568,CUST00147,20230201,2023-02-01,6,1,546.18,7809.35,5,1,20,0.9855,1
MET012569,CUST00169,20230101,2023-01-01,3,0,119.2,2559.38,6,5,24,0.3176,0
MET012570,CUST03363,20221101,2022-11-01,6,1,210.34,2875.64,5,3,19,0.0782,1
MET012571,CUST01034,20230701,2023-07-01,1,3,144.11,5267.1,7,5,6,0.5894,1
MET012572,CUST04152,20230901,2023-09-01,5,1,466.64,5062.86,3,0,8,0.2156,0
MET012573,CUST04687,20220901,2022-09-01,6,5,306.49,2628.97,8,4,10,0.8593,0
MET012574,CUST04050,20221001,2022-10-01,3,0,1134.62,18836.63,5,1,10,0.0123,0
MET012575,CUST01245,20220601,2022-06-01,1,3,660.35,9555.93,10,0,1,0.1292,1
MET012576,CUST03116,20230701,2023-07-01,6,1,263.52,2098.19,2,4,14,0.4532,1
MET012577,CUST01872,20240101,2024-01-01,1,1,252.93,1724.54,3,2,23,0.9943,0
MET012578,CUST04391,20230801,2023-08-01,3,5,2507.48,46789.09,3,4,15,0.8999,1
MET012579,CUST03477,20240101,2024-01-01,2,5,268.12,5331.51,5,2,1,0.924,1
MET012580,CUST04743,20230401,2023-04-01,3,4,1322.18,53460.05,10,3,18,0.1037,1
MET012581,CUST03690,20231101,2023-11-01,3,2,447.37,2651.97,10,5,28,0.678,1
MET012582,CUST04120,20220201,2022-02-01,2,5,2213.25,24826.09,10,2,1,0.7328,1
MET012583,CUST03297,20221001,2022-10-01,5,2,443.79,13120.91,3,5,27,0.1947,1
MET012584,CUST02817,20230701,2023-07-01,2,2,479.03,5635.55,4,2,4,0.7605,1
MET012585,CUST03866,20220601,2022-06-01,3,2,1358.76,14886.86,6,2,25,0.0293,0
MET012586,CUST00788,20231101,2023-11-01,6,2,1256.47,11505.2,9,0,6,0.296,0
MET012587,CUST02004,20231001,2023-10-01,3,1,1031.52,14251.44,6,0,8,0.0126,1
MET012588,CUST00290,20221001,2022-10-01,6,3,1106.54,10717.12,8,1,11,0.2287,0
MET012589,CUST00579,20230801,2023-08-01,6,1,2386.28,29884.46,10,3,20,0.5206,0
MET012590,CUST01401,20220901,2022-09-01,4,5,1159.4,16848.44,1,2,23,0.4265,0
MET012591,CUST04086,20220301,2022-03-01,1,3,359.14,2812.03,10,1,28,0.3218,0
MET012592,CUST04999,20220601,2022-06-01,1,0,119.57,4722.52,8,4,9,0.3624,1
MET012593,CUST00953,20240501,2024-05-01,5,5,413.91,12519.04,6,5,2,0.376,1
MET012594,CUST00847,20240601,2024-06-01,6,4,456.51,3418.9,2,4,23,0.7434,0
MET012595,CUST02510,20231101,2023-11-01,6,5,3446.45,30014.7,7,1,27,0.2562,0
MET012596,CUST00621,20220501,2022-05-01,6,5,112.05,3106.69,5,1,9,0.6468,1
MET012597,CUST01648,20220801,2022-08-01,1,2,3294.61,21828.06,10,2,15,0.591,0
MET012598,CUST03980,20240401,2024-04-01,3,2,480.37,2444.96,4,5,24,0.1713,1
MET012599,CUST03897,20221201,2022-12-01,1,0,356.52,1937.19,6,1,1,0.8448,0
